,Time,Rad Flow,Fpv Close,Fpv Open,High,Bypass,BpvClose,BpvOpen,Class,Outlier
5797,51,0,88,8,52,14,37,36,0,0
5798,37,0,79,0,36,13,42,43,2,0
5799,44,-1,87,0,44,0,43,43,0,0
5800,46,2,86,0,46,1,41,40,0,0
5801,37,0,76,0,24,-1,39,53,14,0
5802,56,0,86,0,54,-6,30,32,2,0
5803,56,0,81,0,56,13,25,24,0,0
5804,37,0,79,0,10,-23,42,68,26,0
5805,37,0,78,0,10,-18,41,68,26,0
5806,58,1,86,0,56,0,28,29,2,0
5807,50,-5,102,0,50,0,51,53,2,0
5808,43,-91,76,0,42,0,33,35,2,0
5809,50,0,85,-6,50,0,35,36,0,0
5810,79,0,83,0,-38,6,4,122,118,0
5811,37,0,80,0,12,-1,43,67,24,0
5812,37,0,91,0,10,0,53,81,28,0
5813,48,-1,86,0,46,-5,37,39,2,0
5814,41,5,88,0,42,9,47,47,0,0
5815,45,2,93,0,44,-9,48,50,2,0
5816,38,0,93,0,30,3,55,62,8,0
5817,53,-5,86,0,52,-24,33,35,2,0
5818,37,0,76,-3,20,-6,39,55,16,0
5819,41,-2,83,0,42,0,41,41,0,0
5820,51,-3,77,0,50,-10,27,28,2,0
5821,53,1,79,0,54,15,26,24,0,0
5822,38,0,109,0,38,16,72,71,0,0
5823,56,0,81,1,54,-3,25,26,2,0
5824,37,0,97,0,24,-1,60,73,14,0
5825,37,0,80,0,28,2,43,52,8,0
5826,38,1,77,0,38,17,40,39,0,0
5827,45,0,80,0,46,26,35,34,0,0
5828,57,-1,106,-1,56,0,49,49,0,0
5829,37,0,96,0,16,-17,59,81,22,0
5830,37,0,77,-4,28,-20,40,48,8,0
5831,37,0,78,0,-2,0,42,81,40,0
5832,49,0,88,-4,46,-10,40,42,2,0
5833,37,0,76,0,18,-27,40,58,18,0
5834,47,0,86,3,46,0,39,40,0,0
5835,37,0,95,1,18,0,58,77,20,0
5836,56,0,96,0,54,-18,40,42,2,0
5837,37,0,106,-2,30,10,69,75,6,0
5838,37,0,76,8,24,-4,39,53,14,0
5839,41,0,106,0,38,-6,65,67,2,0
5840,37,0,74,0,28,22,38,46,8,0
5841,55,3,84,0,54,0,30,30,0,0
5842,43,0,83,0,44,21,40,39,0,0
5843,49,-4,81,0,50,4,33,32,0,0
5844,49,-1,86,0,50,5,37,37,0,0
5845,49,2,77,0,46,-4,28,30,2,0
5846,52,0,86,-1,54,31,33,32,0,0
5847,53,0,84,0,54,9,32,30,0,0
5848,45,1,86,0,46,24,41,40,0,0
5849,37,0,77,-1,36,20,40,41,0,0
5850,56,-2,86,0,56,0,31,30,0,0
5851,49,0,87,0,46,-23,38,41,2,0
5852,42,5,76,0,42,2,34,34,0,0
5853,37,0,76,0,38,23,39,37,0,0
5854,47,0,88,-2,46,-4,40,41,0,0
5855,41,0,86,0,38,-1,45,47,2,0
5856,46,0,85,0,44,-22,39,41,2,0
5857,40,-3,81,0,38,0,40,42,2,0
5858,45,-3,86,0,44,-8,41,42,2,0
5859,50,3,107,0,50,0,57,58,0,0
5860,51,0,83,7,52,0,31,31,0,0
5861,55,4,81,0,54,0,27,27,0,0
5862,49,0,95,0,46,-23,46,48,2,0
5863,37,0,80,0,16,-23,43,65,22,0
5864,46,0,76,-7,46,2,30,29,0,0
5865,37,0,77,0,10,-3,40,66,26,0
5866,45,0,86,0,46,22,40,39,0,0
5867,63,-3,111,0,62,0,49,49,0,0
5868,37,-1,83,0,34,0,46,49,4,0
5869,37,0,93,0,10,-2,56,83,28,0
5870,63,0,112,0,62,0,49,50,2,0
5871,37,0,75,-4,34,0,38,41,2,0
5872,79,0,84,7,-38,0,4,123,118,0
5873,45,3,80,0,44,-6,35,36,2,0
5874,41,1,81,0,42,31,40,39,0,0
5875,46,0,86,4,44,-30,41,42,2,0
5876,49,1,85,0,46,-1,36,39,2,0
5877,46,-2,77,0,44,-27,32,34,2,0
5878,37,0,78,0,34,0,41,45,4,0
5879,51,-3,80,0,50,-7,29,31,2,0
5880,43,3,79,0,42,0,37,38,2,0
5881,37,3,79,0,34,31,41,45,4,0
5882,64,0,110,0,64,6,46,46,0,0
5883,37,0,78,0,0,-30,42,78,36,0
5884,37,-1,80,0,20,9,43,59,16,0
5885,37,0,91,-1,16,0,53,75,22,0
5886,40,3,77,-6,38,0,36,38,2,0
5887,37,0,76,0,38,31,38,37,0,0
5888,57,0,88,-3,56,0,31,31,0,0
5889,37,0,79,0,20,7,42,58,16,0
5890,38,0,77,0,36,-18,39,41,2,0
5891,49,0,79,-1,50,0,30,30,0,0
5892,47,3,81,0,46,0,34,35,0,0
5893,37,0,80,0,30,0,43,49,6,0
5894,43,1,88,-1,42,0,45,46,2,0
5895,48,-1,89,-3,46,-5,41,42,2,0
5896,37,0,77,0,30,-1,40,46,6,0
5897,52,1,79,4,52,0,27,27,0,0
5898,37,0,90,0,30,13,53,59,6,0
5899,39,-1,107,0,38,0,68,68,0,0
5900,53,5,81,0,54,0,28,27,0,0
5901,37,0,104,0,18,21,67,86,18,0
5902,37,0,76,4,26,-1,39,50,10,0
5903,46,-1,77,2,46,0,31,31,0,0
5904,43,0,86,3,42,-17,43,45,2,0
5905,51,0,84,0,52,1,33,32,0,0
5906,51,2,84,0,50,0,34,35,2,0
5907,44,5,86,0,44,0,42,42,0,0
5908,43,2,86,0,42,0,42,44,2,0
5909,37,0,94,0,34,0,57,61,4,0
5910,37,-7,106,-11,30,-10,69,75,6,0
5911,54,1,79,5,54,0,26,25,0,0
5912,37,-1,76,0,38,13,39,37,0,0
5913,49,0,81,8,50,0,32,32,0,0
5914,46,-5,78,0,46,0,32,32,0,0
5915,37,0,79,0,18,-25,42,61,18,0
5916,46,0,87,7,46,0,41,41,0,0
5917,37,-10,106,0,30,0,69,75,6,0
5918,54,1,81,0,54,0,27,26,0,0
5919,37,0,95,3,10,1,57,84,28,0
5920,66,-1,109,0,64,-17,43,45,2,0
5921,49,-3,83,-1,50,11,34,33,0,0
5922,49,-1,83,-4,50,-6,34,34,0,0
5923,51,-2,102,0,52,19,51,50,0,0
5924,37,0,93,0,10,-15,56,83,28,0
5925,43,0,76,0,44,29,32,32,0,0
5926,55,3,77,0,54,0,22,23,0,0
5927,45,4,74,0,44,0,29,30,2,0
5928,46,4,78,0,46,0,32,32,0,0
5929,43,0,85,5,44,14,42,41,0,0
5930,48,0,83,-1,46,-2,35,37,2,0
5931,45,2,84,0,44,0,39,40,0,0
5932,37,0,76,0,30,22,40,45,6,0
5933,37,0,105,0,34,31,68,71,4,0
5934,44,0,88,0,44,11,44,44,0,0
5935,46,-2,79,0,46,9,33,32,0,0
5936,43,5,77,0,42,0,34,36,2,0
5937,46,0,88,-2,46,0,43,42,0,0
5938,37,0,78,0,2,6,42,75,34,0
5939,37,0,77,1,38,22,39,38,0,0
5940,49,0,90,0,46,-21,42,44,2,0
5941,43,1,75,-2,42,0,32,34,2,0
5942,56,3,84,0,54,-9,28,30,2,0
5943,49,0,82,0,50,12,33,33,0,0
5944,37,0,76,0,30,-17,39,45,6,0
5945,37,0,82,0,18,3,45,64,18,0
5946,37,5,80,0,24,0,43,57,14,0
5947,51,1,83,0,50,-22,31,33,2,0
5948,37,-2,81,2,36,0,44,44,0,0
5949,55,0,81,1,54,0,25,26,2,0
5950,44,0,84,0,42,-18,40,43,2,0
5951,37,0,103,0,30,0,66,72,6,0
5952,43,-3,87,0,42,0,44,46,2,0
5953,37,-1,108,-6,36,0,72,72,0,0
5954,48,0,88,0,46,-9,39,41,2,0
5955,41,0,76,0,38,-16,34,37,2,0
5956,48,0,102,-2,46,-12,53,55,2,0
5957,45,4,83,0,44,0,38,39,2,0
5958,44,1,77,0,44,7,33,33,0,0
5959,37,-5,83,0,36,-14,46,47,2,0
5960,45,-1,83,0,44,-23,38,39,2,0
5961,37,0,104,0,24,2,67,80,14,0
5962,51,0,78,-6,50,0,27,29,2,0
5963,55,-5,81,0,54,0,25,26,2,0
5964,39,-3,82,1,38,0,43,43,0,0
5965,53,0,78,0,54,22,25,24,0,0
5966,37,0,75,-2,28,-4,38,46,8,0
5967,37,5,76,0,28,0,39,47,8,0
5968,44,0,88,0,42,-15,44,46,2,0
5969,51,1,84,0,52,6,33,33,0,0
5970,37,0,107,0,28,-28,70,78,8,0
5971,49,0,81,0,46,-30,32,35,2,0
5972,37,0,76,0,36,3,40,40,0,0
5973,49,-1,77,0,46,-8,29,31,2,0
5974,49,0,81,1,46,-6,33,35,2,0
5975,43,0,81,0,44,20,37,37,0,0
5976,37,0,77,0,12,6,40,64,24,0
5977,37,0,81,0,38,8,43,42,0,0
5978,45,-1,76,0,44,0,31,32,0,0
5979,46,0,83,8,46,0,37,37,0,0
5980,56,-4,85,1,56,0,29,28,0,0
5981,83,0,86,0,-6,-2,3,94,90,0
5982,45,-1,79,0,44,-20,33,35,2,0
5983,43,5,89,1,42,0,46,48,2,0
5984,41,5,79,0,42,15,38,38,0,0
5985,37,1,76,0,36,2,39,39,0,0
5986,47,0,84,-6,46,0,38,38,0,0
5987,37,0,76,0,34,20,39,42,4,0
5988,39,-1,79,-3,38,0,40,41,0,0
5989,39,0,79,4,38,0,41,41,0,0
5990,37,0,79,-7,6,0,43,74,32,0
5991,49,0,95,0,46,-19,47,49,2,0
5992,45,0,80,0,44,-21,35,36,2,0
5993,44,-2,79,-5,44,8,36,35,0,0
5994,41,1,75,0,38,-28,34,36,2,0
5995,44,0,79,7,44,0,35,35,0,0
5996,48,4,94,0,46,0,46,48,2,0
5997,41,0,79,0,42,9,38,37,0,0
5998,51,1,91,0,52,9,40,39,0,0
5999,46,-5,109,3,46,0,63,63,0,0
6000,41,1,81,0,38,-24,39,42,2,0
6001,40,0,86,0,38,-1,45,47,2,0
6002,37,0,104,0,24,-25,67,81,14,0
6003,45,-1,88,0,44,-20,43,44,2,0
6004,53,-3,86,0,54,9,33,32,0,0
6005,49,0,85,-1,50,0,36,36,0,0
6006,45,-1,88,0,44,-21,42,44,2,0
6007,45,5,108,0,44,0,63,64,0,0
6008,46,0,77,0,44,-16,31,33,2,0
6009,37,-1,76,-2,24,-7,39,53,14,0
6010,46,-1,88,0,46,4,42,41,0,0
6011,46,0,83,0,46,7,37,37,0,0
6012,46,5,107,-2,46,1,61,60,0,0
6013,37,0,79,0,10,40,42,69,26,0
6014,44,2,83,0,44,9,39,39,0,0
6015,47,-6,83,0,46,0,36,36,0,0
6016,38,1,93,-1,38,0,55,55,0,0
6017,44,0,88,3,42,-24,44,46,2,0
6018,46,2,77,0,46,14,32,31,0,0
6019,44,0,75,-5,42,-25,31,34,2,0
6020,37,0,104,0,26,-11,67,78,12,0
6021,46,2,83,0,46,10,37,37,0,0
6022,37,0,104,-6,18,0,67,86,18,0
6023,46,4,81,0,46,13,35,34,0,0
6024,45,1,85,0,44,0,40,41,2,0
6025,40,0,81,0,38,0,41,43,2,0
6026,41,0,86,-1,42,15,45,44,0,0
6027,58,0,80,-4,56,0,22,23,0,0
6028,53,1,78,0,52,-29,25,26,2,0
6029,45,0,80,0,44,-15,35,36,2,0
6030,56,0,82,1,56,20,26,25,0,0
6031,59,0,87,0,56,-7,28,30,2,0
6032,56,0,92,0,54,-6,36,38,2,0
6033,42,3,93,0,42,0,51,52,0,0
6034,37,-2,77,-5,36,-22,39,41,2,0
6035,37,0,81,-1,-4,0,45,86,42,0
6036,37,0,108,-3,34,0,71,74,4,0
6037,49,0,86,0,46,-23,37,39,2,0
6038,80,-4,84,0,-36,0,5,121,116,0
6039,37,4,79,0,24,2,41,55,14,0
6040,49,1,88,-1,46,-3,40,42,2,0
6041,47,0,88,6,46,0,41,42,0,0
6042,53,0,84,0,54,7,32,30,0,0
6043,44,0,86,-6,44,0,42,42,0,0
6044,44,1,77,0,44,6,34,34,0,0
6045,37,0,76,2,20,0,40,55,16,0
6046,50,0,77,8,50,0,27,28,0,0
6047,49,-2,89,0,50,0,40,40,0,0
6048,37,0,80,7,-2,0,43,83,40,0
6049,38,1,105,0,38,11,67,66,0,0
6050,53,0,81,3,54,16,28,26,0,0
6051,37,0,104,0,34,7,67,71,4,0
6052,37,0,91,0,10,2,53,81,28,0
6053,45,0,88,2,44,0,44,44,0,0
6054,45,-3,87,0,44,-20,42,43,2,0
6055,37,0,79,0,8,-18,42,71,28,0
6056,45,1,77,0,44,0,33,34,0,0
6057,45,0,88,-2,44,0,43,44,0,0
6058,56,0,86,2,56,0,30,30,0,0
6059,44,-5,83,0,44,6,39,39,0,0
6060,50,-4,83,0,50,0,32,33,2,0
6061,44,1,83,0,42,-20,39,41,2,0
6062,46,0,89,4,46,0,43,42,0,0
6063,37,0,106,3,34,3,69,73,4,0
6064,41,2,76,0,38,-15,35,37,2,0
6065,55,4,83,-5,54,0,28,29,2,0
6066,37,0,81,3,-2,0,44,84,40,0
6067,59,3,108,0,56,-23,49,51,2,0
6068,38,0,102,0,38,5,64,63,0,0
6069,49,-2,83,0,50,0,34,34,0,0
6070,43,0,86,0,42,-2,42,44,2,0
6071,37,0,78,-2,30,22,41,47,6,0
6072,37,0,80,-3,8,0,43,72,28,0
6073,56,-4,86,0,56,0,31,30,0,0
6074,49,2,106,0,50,3,56,57,0,0
6075,83,0,86,0,-4,14,3,92,88,0
6076,37,0,106,-2,28,0,69,77,8,0
6077,37,-1521,106,-1,36,13,69,69,0,0
6078,43,0,88,0,44,25,44,44,0,0
6079,37,0,77,0,18,14,40,59,18,0
6080,57,1,81,0,56,0,24,24,0,0
6081,43,3,84,-1,42,0,41,43,2,0
6082,41,1,80,0,38,-4,39,41,2,0
6083,37,0,104,-4,24,0,67,80,14,0
6084,37,0,79,0,8,22,42,71,30,0
6085,52,3,88,0,52,0,36,36,0,0
6086,56,2,81,0,54,-6,25,27,2,0
6087,37,0,80,0,8,23,43,72,28,0
6088,42,-1,83,0,42,0,42,42,0,0
6089,51,5,86,0,50,-13,35,37,2,0
6090,37,-2,107,0,36,-18,69,71,2,0
6091,51,0,81,6,50,0,30,32,2,0
6092,37,0,76,0,34,-3,39,42,2,0
6093,37,0,79,0,12,-14,42,66,24,0
6094,37,0,80,-5,18,0,43,62,18,0
6095,51,0,86,0,52,21,36,35,0,0
6096,44,0,79,-7,42,-10,36,38,2,0
6097,37,0,104,0,26,-17,66,78,12,0
6098,38,0,93,0,30,9,55,62,8,0
6099,56,1,91,0,56,13,35,34,0,0
6100,43,0,77,0,42,-6,34,35,2,0
6101,49,1,79,1,50,23,30,30,0,0
6102,51,-4,86,0,50,-23,36,37,2,0
6103,37,5,90,-7,6,0,53,85,32,0
6104,41,0,83,3,38,-14,42,44,2,0
6105,37,0,93,5,12,0,56,81,24,0
6106,37,0,77,0,34,11,41,44,2,0
6107,45,0,77,-4,44,0,32,33,2,0
6108,45,0,93,0,44,-17,48,50,2,0
6109,42,2,90,1,42,0,48,49,0,0
6110,56,0,81,-1,56,10,25,24,0,0
6111,45,0,84,0,46,24,38,37,0,0
6112,37,-4,75,0,26,-3,38,49,10,0
6113,44,0,88,-3,44,0,44,44,0,0
6114,43,0,76,0,44,19,33,32,0,0
6115,37,0,92,0,12,-4,54,79,24,0
6116,53,4,79,0,54,8,25,24,0,0
6117,37,0,79,0,12,-5,43,66,24,0
6118,42,4,85,0,42,0,43,44,2,0
6119,39,1,78,5,38,0,39,39,0,0
6120,37,-1,81,-4,36,-13,43,44,2,0
6121,50,-3,83,0,50,0,32,33,2,0
6122,37,3,108,0,36,0,71,72,2,0
6123,56,0,95,0,54,-26,39,41,2,0
6124,37,0,77,0,34,8,40,43,2,0
6125,43,0,87,4,44,23,44,43,0,0
6126,49,2,79,7,46,-2,30,32,2,0
6127,46,0,88,-1,46,13,43,42,0,0
6128,53,0,86,0,52,-25,33,35,2,0
6129,41,-2,108,0,38,-13,67,69,2,0
6130,39,3,79,0,38,0,40,41,0,0
6131,37,0,76,-5,34,-6,40,43,2,0
6132,48,3,88,-2,46,0,39,41,2,0
6133,37,0,79,8,12,0,42,66,24,0
6134,38,0,77,0,38,11,39,38,0,0
6135,48,-3,77,0,46,-3,29,31,2,0
6136,50,-2,77,0,50,0,28,28,0,0
6137,37,0,74,0,24,5,37,51,14,0
6138,53,0,84,0,52,-1,31,32,2,0
6139,43,-3,77,-5,42,0,34,35,2,0
6140,37,-3,81,0,36,-2,44,44,0,0
6141,47,2,88,0,46,0,41,42,0,0
6142,37,0,104,0,18,-14,67,86,20,0
6143,46,0,81,3,44,-30,35,37,2,0
6144,37,0,78,0,8,-22,42,70,28,0
6145,37,0,77,0,36,976,39,41,2,0
6146,56,-2,86,0,54,-30,31,32,2,0
6147,55,0,82,0,54,14,26,28,2,0
6148,56,3,89,0,56,0,33,32,0,0
6149,41,0,84,2,38,-3,43,45,2,0
6150,44,0,84,0,44,16,40,40,0,0
6151,37,0,76,0,26,-22,40,50,10,0
6152,43,-5,76,0,42,-17,33,35,2,0
6153,37,0,83,0,16,-14,47,68,22,0
6154,46,0,78,-1,46,0,32,32,0,0
6155,37,0,77,6,36,-7,39,41,2,0
6156,45,4,76,2,44,0,31,32,2,0
6157,37,0,77,0,8,-4,40,69,30,0
6158,54,2,83,-1,54,0,29,29,0,0
6159,45,0,76,0,46,25,30,29,0,0
6160,43,-3,76,0,44,16,33,32,0,0
6161,37,0,77,-1,36,13,40,41,0,0
6162,45,-1,77,0,46,8,32,31,0,0
6163,50,-1,87,-6,50,0,37,38,0,0
6164,37,0,105,0,16,-14,68,89,22,0
6165,39,0,76,-1,38,-2,36,37,0,0
6166,39,0,79,-2,38,0,40,40,0,0
6167,37,0,78,0,8,-7,41,70,30,0
6168,43,-2,108,0,42,-14,64,66,2,0
6169,37,0,92,0,24,3,55,69,14,0
6170,37,0,81,0,24,20,44,58,14,0
6171,39,4,83,3,38,0,44,44,0,0
6172,51,0,86,-1,52,0,35,35,0,0
6173,45,0,83,0,44,6,38,39,0,0
6174,41,0,78,0,42,13,37,37,0,0
6175,49,0,88,0,50,10,40,39,0,0
6176,50,0,83,5,50,0,33,33,0,0
6177,46,0,88,2,44,-27,43,44,2,0
6178,49,-1,81,-3,50,-4,32,32,0,0
6179,44,0,81,-2,44,3,38,37,0,0
6180,37,0,97,0,34,10,60,64,4,0
6181,46,2,79,2,46,1,33,32,0,0
6182,37,0,81,0,36,-13,43,44,2,0
6183,44,-1864,88,0,44,0,44,44,0,0
6184,45,-2,77,0,44,-19,31,33,2,0
6185,46,0,83,-2,46,0,36,36,0,0
6186,37,0,83,0,28,5,46,54,8,0
6187,37,0,76,-3,24,12,39,52,14,0
6188,43,-5,81,0,44,15,38,37,0,0
6189,43,-3,81,0,44,19,38,37,0,0
6190,49,0,88,2,46,-20,39,41,2,0
6191,46,1,86,0,46,13,41,40,0,0
6192,41,-1,86,0,42,6,46,45,0,0
6193,48,4,107,0,46,0,59,60,2,0
6194,43,-1,86,0,44,9,42,42,0,0
6195,43,0,77,0,42,0,34,36,2,0
6196,56,0,97,1,54,31,41,42,2,0
6197,37,0,78,0,-4,4,41,83,42,0
6198,44,-1,86,0,44,3,42,42,0,0
6199,47,0,79,2,46,0,33,33,0,0
6200,46,1,87,0,44,-21,41,43,2,0
6201,45,2,87,0,44,0,43,43,0,0
6202,51,2,80,0,52,19,29,28,0,0
6203,56,5,81,0,56,1,24,24,0,0
6204,37,0,79,4,10,11,42,68,26,0
6205,41,0,81,0,42,24,41,40,0,0
6206,58,0,83,3,56,0,25,26,0,0
6207,37,0,80,0,34,-11,43,46,2,0
6208,45,0,86,-6,44,0,42,42,0,0
6209,76,0,81,0,-42,0,4,125,120,0
6210,45,0,74,-7,44,0,30,30,0,0
6211,37,0,75,0,34,4,38,41,2,0
6212,47,0,89,1,46,0,42,42,0,0
6213,55,5,80,-7,54,0,25,26,2,0
6214,37,0,79,0,34,2,43,46,2,0
6215,58,0,84,-4,56,0,27,28,0,0
6216,37,0,95,-6,24,0,58,72,14,0
6217,42,-1,77,-1,42,0,34,35,2,0
6218,37,0,76,0,24,-17,39,52,14,0
6219,37,0,79,2,26,0,42,53,12,0
6220,55,-5,87,0,54,-8,32,33,2,0
6221,43,0,86,-1,42,0,43,44,2,0
6222,37,0,83,0,2,23,46,80,34,0
6223,50,0,86,0,50,0,36,37,2,0
6224,48,5,93,-4,46,0,46,47,2,0
6225,38,0,81,0,36,-31,43,44,2,0
6226,37,0,107,0,38,28,69,68,0,0
6227,37,0,80,-1,28,19,43,52,8,0
6228,37,0,79,4,12,0,42,66,24,0
6229,44,0,87,0,42,-14,43,46,2,0
6230,37,0,78,0,0,-20,41,78,36,0
6231,37,0,77,1,36,7,40,41,0,0
6232,49,0,86,-7,50,1,37,37,0,0
6233,49,0,86,1,46,-14,38,40,2,0
6234,37,-1,105,-6,28,0,68,77,8,0
6235,46,0,86,-7,46,0,40,39,0,0
6236,37,0,76,0,18,-1,39,57,18,0
6237,37,0,97,0,36,-11,60,61,2,0
6238,44,1,85,0,44,14,41,41,0,0
6239,44,0,76,0,42,-28,32,35,2,0
6240,37,0,104,0,20,-26,67,83,16,0
6241,54,-2,90,0,54,0,36,36,0,0
6242,46,0,80,-2,46,0,34,34,0,0
6243,45,-2,87,0,44,0,43,43,0,0
6244,41,0,79,0,38,-18,38,41,2,0
6245,46,3,82,0,46,14,36,35,0,0
6246,43,-2,83,0,44,17,40,39,0,0
6247,48,0,89,0,50,28,41,40,0,0
6248,102,0,103,2,72,28,1,31,30,0
6249,45,0,82,0,46,3,37,35,0,0
6250,45,0,82,0,46,30,37,35,0,0
6251,39,1,90,0,38,0,50,51,0,0
6252,37,0,106,0,34,-5,69,72,4,0
6253,49,1,106,0,50,24,58,57,0,0
6254,37,1,76,-1,36,0,39,40,2,0
6255,37,0,76,0,26,-4,39,50,12,0
6256,45,0,76,-1,44,0,32,32,0,0
6257,37,0,104,0,26,4,66,78,12,0
6258,45,-5,83,0,44,-21,37,39,2,0
6259,37,0,79,0,16,22,42,63,22,0
6260,37,0,79,-2,30,0,42,48,6,0
6261,56,0,86,0,56,16,31,30,0,0
6262,51,0,87,0,50,-22,36,38,2,0
6263,45,-2,86,0,46,3,40,39,0,0
6264,45,0,78,-4,44,-12,33,34,2,0
6265,56,0,88,0,56,11,32,31,0,0
6266,55,-1,95,0,54,-5,40,41,2,0
6267,41,0,84,0,38,-14,44,46,2,0
6268,45,0,86,6,44,-1,41,42,2,0
6269,37,0,79,0,30,4,42,48,6,0
6270,37,0,77,0,38,25,39,38,0,0
6271,43,1,88,-1,42,0,45,47,2,0
6272,43,0,79,-2,42,0,36,37,2,0
6273,46,0,85,0,46,13,39,39,0,0
6274,37,0,79,0,26,2,42,53,10,0
6275,53,0,81,-6,54,0,27,26,0,0
6276,43,5,93,0,42,0,51,52,2,0
6277,37,0,77,0,38,22,40,39,0,0
6278,37,0,77,0,2,-10,40,74,34,0
6279,48,-5,78,0,46,-1,30,32,2,0
6280,39,-1,80,-6,38,-10,41,41,0,0
6281,37,0,97,0,20,-11,60,77,16,0
6282,37,0,83,9,24,0,46,60,14,0
6283,42,0,87,4,42,0,45,46,0,0
6284,40,4,85,0,38,0,45,46,2,0
6285,37,0,78,7,26,-5,42,52,10,0
6286,37,0,78,0,0,-3,42,78,36,0
6287,43,-5,87,0,44,20,44,43,0,0
6288,46,0,84,0,46,0,38,37,0,0
6289,43,0,84,-2,44,26,41,41,0,0
6290,37,0,79,4,38,15,42,41,0,0
6291,57,5,82,0,56,1,25,25,0,0
6292,37,1,93,0,10,-1,56,83,28,0
6293,58,3,91,2,56,0,33,34,2,0
6294,85,0,88,-2,2,0,3,86,82,0
6295,47,0,87,2,46,0,40,41,0,0
6296,37,4,78,0,16,2,41,63,22,0
6297,44,1,79,2,42,-17,36,38,2,0
6298,39,0,81,5,38,0,42,43,0,0
6299,37,0,103,0,26,12,66,77,12,0
6300,46,0,87,0,46,7,41,41,0,0
6301,41,0,77,0,42,9,37,36,0,0
6302,48,3,83,0,46,0,35,36,2,0
6303,45,0,82,-19,44,0,37,38,0,0
6304,37,1,104,0,18,0,66,86,20,0
6305,50,-4,81,0,50,0,31,32,0,0
6306,37,-2,107,0,38,15,69,68,0,0
6307,48,-1,83,1,46,-4,35,37,2,0
6308,49,0,86,0,50,25,38,37,0,0
6309,56,1,83,0,56,8,27,26,0,0
6310,48,-2,106,0,46,0,58,60,2,0
6311,42,0,97,3,42,0,55,55,0,0
6312,37,0,76,0,28,6,40,48,8,0
6313,37,1,81,4,24,0,43,57,14,0
6314,51,0,88,-3,50,-13,37,39,2,0
6315,37,0,78,0,2,5,41,75,34,0
6316,38,2,75,0,38,1,37,36,0,0
6317,45,0,76,0,44,-21,31,32,2,0
6318,37,0,77,0,36,-18,39,41,2,0
6319,37,0,82,1,-2,5,45,85,40,0
6320,37,-4,76,0,38,7,39,37,0,0
6321,37,0,76,0,18,-24,40,58,18,0
6322,44,-1,77,0,44,3,34,34,0,0
6323,53,-1,83,0,54,7,30,29,0,0
6324,37,0,106,-1,26,0,69,80,12,0
6325,105,0,107,2,70,0,1,37,36,0
6326,37,0,78,0,24,11,42,55,14,0
6327,55,-1,90,0,54,-4,34,35,2,0
6328,38,0,76,-2,38,13,38,37,0,0
6329,59,0,84,0,60,2,25,24,0,0
6330,41,1,80,0,38,0,39,41,2,0
6331,37,0,76,-7,34,3,39,42,2,0
6332,49,-42,77,0,-2,0,28,79,52,0
6333,80,1,84,0,-32,0,4,117,114,0
6334,56,0,87,2,56,8,31,30,0,0
6335,49,0,84,0,46,-5,35,37,2,0
6336,39,-1,79,0,38,0,39,40,0,0
6337,49,-1,106,-1,50,0,57,57,0,0
6338,84,1,88,0,6,0,4,83,80,0
6339,44,-2,79,0,42,-23,35,37,2,0
6340,45,0,83,-3,44,-14,37,39,2,0
6341,37,5,75,0,36,0,38,39,0,0
6342,45,-5,76,0,46,10,31,30,0,0
6343,51,0,91,0,50,-3,40,42,2,0
6344,45,-3,83,-4,44,-6,38,39,0,0
6345,37,0,77,0,12,-10,41,65,24,0
6346,37,0,98,-7,30,1,61,67,6,0
6347,41,0,81,3,38,-7,40,42,2,0
6348,37,0,79,2,26,-22,43,54,10,0
6349,42,5,88,0,42,0,47,47,0,0
6350,45,5,76,0,44,0,31,32,0,0
6351,51,-5,83,0,50,-14,32,34,2,0
6352,42,-2,80,0,42,0,38,39,0,0
6353,37,0,95,0,16,-21,58,79,22,0
6354,45,0,77,4,44,0,32,34,2,0
6355,79,0,83,0,-32,-24,4,117,112,0
6356,46,0,79,0,46,15,34,33,0,0
6357,49,0,86,6,46,-14,38,40,2,0
6358,37,0,77,0,-22,-10,41,101,60,0
6359,55,-1,84,0,54,0,29,30,0,0
6360,37,-11,75,0,26,-18,38,49,12,0
6361,38,-5,78,0,-2,-1,40,81,40,0
6362,37,-5,77,0,36,-22,40,41,2,0
6363,44,0,88,-7,44,0,44,44,0,0
6364,48,-1,77,0,46,0,29,31,2,0
6365,37,0,77,0,36,0,41,41,0,0
6366,37,0,76,0,28,12,40,48,8,0
6367,37,-7,77,0,20,0,40,57,16,0
6368,53,-1,87,0,52,-21,34,35,2,0
6369,37,0,79,0,28,22,42,51,8,0
6370,37,-1,79,0,36,0,42,43,0,0
6371,37,0,76,-4,26,2,39,50,12,0
6372,37,0,95,0,20,1,57,74,16,0
6373,56,3,97,0,54,0,40,42,2,0
6374,49,0,83,0,50,21,34,34,0,0
6375,45,0,84,0,44,-6,39,41,2,0
6376,38,0,90,0,8,3,52,82,30,0
6377,51,4,77,0,50,0,27,28,2,0
6378,37,0,75,0,28,-11,38,46,8,0
6379,50,0,78,6,50,0,28,29,0,0
6380,49,1,85,0,50,0,36,36,0,0
6381,53,-2,86,0,52,-23,33,34,2,0
6382,45,-4,86,-2,44,0,41,42,0,0
6383,81,0,84,0,-20,-13,4,105,102,0
